Author	Year	Title	Publication Type
MoH	2011	Review of the National Response to STIs and HIV/AIDS in Bhutan.	Monograph
MoH	2012	Global AIDS response Progress Reporting 2012.	Monograph
Mondal, M. N., Rahman, M. M., Rahman, M. O., & Akter, M. N.	2012	Level of awareness about HIV/AIDS among ever married women in Bangladesh.	Journal Article
Neupane, S., Nichols, D., & Thapa, S.	2003	Knowledge and beliefs about HIV/AIDS among young people in urban Nepal.	Journal Article
Ochako, R., Ulwodi, D., Njagi, P., Kimetu, S., & Onyango, A.	2011	Trends and determinants of Comprehensive HIV and AIDS knowledge among urban young women in Kenya.	Journal Article
Odu, O. O.	2008	Knowledge, attitudes to HIV/AIDS and sexual behavior of students in a tertiary institution in south-western Nigeria.	Journal Article
Ogunbodede, E. O.	2004	HIV/AIDS situation in Africa.	Journal Article
Omoyeni, S. T., Akinyemi, A. I., & Fatusi, A.	2012	Adolescents and HIV-related behaviour in Nigeria: does knowledge of HIV/AIDS promote protective sexual behaviour among sexually active adolescents?	Paper
Ongunya, I., & Agak.	2009	Objectives and actual HIV and AIDS education programme delivery and behavioral changes among Kenyan secondary fool students.	X
Panda, S., Wangdi, C., Mukherjee, D., Chowdhury, L., Wangdi, S., & Pahari, S.	2009	National baseline assessment of drugs and controlled substance use in Bnutan-2009.	Monograph
Rao, D., Angell, T., Lam, C., & Corrigan, P.	2008	Stigma in the workplace: Employer attitudes about people with HIV in Beijing, Hong Kong, and Chicago	Journal Article
Robert J. Magnani, A. M.	2000	Reproductive health risk and protective factors among youth in U. S. Agency for International Development (USAID) under Cooperative Agreement No. CCP-A-00.	X
Rwenge, M.	2000	Sexual risk behaviors among young people in Bamenda, Cameroon.	Journal Article
Sarkar, P.	2010	Knowledge and prevention of HIV/AIDS in Bangladesh: evidence from Bangladesh demographic and health Survey, 2007.	Journal Article
Tagoe, M., & Aggor, R.	2009	Attitudes of university of Ghana students towards HIV/AIDS: What does behavioral surveillance survey tell us?	Journal Article
Tawil, O., Vaster, & Reilly.	1995	Enabling approaches for HIV/AIDS prevention: can we modify the environment and minimize the risk?	X
UNAIDS	2011	World AIDS report -2011 : How to get to zero: Fatser, Smarter and Better.	X
UNAIDS	2012	Global AIDS response reporting: Guidelines for construction of core indicators for monitoring the 2011 political deceleration on HIV/AIDS.	X
UNAIDS	X	Monitoring the Declaration of Commitment on HIV/AIDS - Guildelines on construction  of  core indicators.	X
UNICEF	2002	Young people and HIV/AIDS: opportunzly in crises. New York: United Nation Children's Fund.	X
Ahmadi, A., & Iranmahboob, J.	2005	Unmet need for family planning in Iran.	Poster
Al-Jawadi, A. A., & Al-Bakry, D. H.	2010	Family planning unmet need profile in Mosul City, north of Iraq: A cross-sectional study.	Journal Article
Bhushan, I.	1997	Understanding unmet need.	Working Paper
X	2009	Bhutanese use condoms for facials.	Online
Bizuneh, G., Shiferaw, S., & Melkamu, Y.	2008	Unmet need and evaluation of programme options to meet unmet need for contraception in Ethiopia, 2000 and 2005: Further analysis of the 2000 and 2005 Ethiopia Demographic and Health Surveys.	Monograph
Boslaugh, S.	2007	Secondary data sourcesfor public health: a practical guide.	Monograph
Bradley, S. E. K., Croix, T. N., Fishel, J. D., & Westoff, C. F.	2012	Revising unmet need for family planning.	Monograph
Casterline, J. B., & Sinding, S. W.	2000	Unmet need for family planning in developing countries and implications for population policy.	Journal Article
Central Intelligence Agency	X	The world factbook.	Online
Dine, G., Eser, E., Cihan, U. A., Ay, S., Pala, T., Ergor, G., & Ozcan, C.	2007	Fertility preferences, contraceptive behaviours and unmet need: A gap between urban and sub-urban parts of a city.	Journal Article
Dixon-Mueller, R., & Germain, A.	1992	Stalking the elusive "unmet need" for family planning.	Journal Article
Druk Travel Service	2012	Region of Bhutan.	Online
Fischbein, M., & Ajzen, I.	2010	Predicting and changing behaviour: The reasoned action approach.	Monograph
Wikipedia	X	Geography of Bhutan.	Online
Gross National Happiness Commision	2010	Population Perspective Plan: Bhutan 2010.	Monograph
Gross National Happiness Commision	2010	Population and development situation analysis: Bhutan 2010.	Monograph
Hailemariam, A., & Haddis, F.	2011	Factors affecting unmet need for family planning in southern nations, nationalities and peoples region, Ethiopia.	Journal Article
Igwegbe, A. O., Ugboaja, J. O., & Monago, E.	2009	Prevalence and determinants of family planning in Nnewi, south-east Nigeria.	Journal Article
Ikamari, L. D., & Lwanga, C. K.	2000	Correlates of unmet need for contraception in Zambia.	Journal Article
Kamal, S. M. M.	2011	Trends and determinants of unmet need of family planning in Bangladesh.	Paper
Korra, A.	2002	Attitudes towardfamily planningfor nonuse among women with unmet need for family planning in Ethiopia.	Monograph
Ministry of Health, Bhutan	2008	Adolescent health and development.	Monograph
Ministry of Health and Education, Bhutan	2000	Annual health bulletin.	Bulletin
Ministry of Health and Education, Bhutan	2010	Annual health bulletin.	Bulletin
Ministry of Works and Human Settlement, Bhutan	2008	Bhutan National Urbanization Strategy.	Monograph
National Statistical Bureau, Bhutan	2005	Bhutan Living Standard Survey 2005 Report.	Report
National Statistics Bureau	2007	Poverty analysis report 2007.	Report
National Statistics Bureau	2011	Bhutan Multiple Indicator Survey 2010.	Survey
National Statistics and Evaluation Office & ORC Macro	2003	Eritrea Demographic and Health Survey 2002.	Survey
Office of Census Commission	2005	Population and Housing Census of Bhutan 2005.	Census
Omwango, M. O., & Khasakhala, A. A.	2002	Factors influencing couple 's unmet need for contraception in Kenya.	Monograph
Pelzom, K.	2009	Status of women in a Bhutanese society	Paper
Phuong, N. N.	1996	Determinants of unmet need for family planning in Vietnam.	Thesis
Riyami, A. A., Afifi, M., & Mabry, R. M.	2004	Women's autonomy, education and employment in Oman and their influence on contraceptive use.	Journal Article
Robey, B., Ross, J., & Bhushan, I.	1996	Meeting unmet neea? New strategies based on Demographic and Health Surveys.	Report
Royal Government of Bhutan.	2003	Bhutan Millennium Development Goals Report 2002.	Report
Royal Government of Bhutan.	2004	Reproductive health profile: Bhutan.	Monograph
UNFPA	2008	Reducing unmet need for family planning: Evidence-based strategies and approaches.	Journal Article
USAID	2006	Unmet need for family planning.	Online
Westoff, C. F.	1978	The unmet need for birth control in five Asian countries.	Journal Article
Westoff, C. F.	1988	Is the KAP-gap real?	Journal Article
Westoff, C. F.	2001	Unmet need at the end of the century.	Report
Westoff, C. F.	2006	New estimates of unmel need and demand for family planning.	Report
Westoff, C. F.	2012	Unmet need for modern contraceptive methods.	Monograph
Westoff, C. F., & Bankole, A.	1995	Unmet need: 1990-1999.	Monograph
Westoff C. F., & Ochoa, L. H.	1991	Unmet need and the demand for family planning.	Monograph
Westoff, C. F., & Pebley, A. R.	1981	Alternative measures of unmet need for family planning in developing countries.	Journal Article
World Health Organization	2000	Adolescent pregnancy and early marriage: Results of a survey on youth awareness.	Survey
World Health Organization	X	Bhutan and family planning: An overview.	Monograph
Agarwal, T., et. al.	2008	Impact of iron supplementation on anemia during pregnancy.	Journal Article
Agresti, A., & Finlay, B.	2009	Statistical methods for the social science.	Monograph
Asian Development Bank	2007	Philippines: women's health and safe motherhood project.	Report
Babalola, S. & Fatusi, A.	2009	Determinants of use of maternal health services in Nigeria - looking beyond individual and household factors.	Journal Article
Chakraborty, N. et. al.	2003	Determinants of the use of maternal health services in rural Bangladesh.	Journal Article
Demographic Research and Development Foundation, Inc.	2010	The UNFPA 6th country programme endline survey report.	Report
Department of Health	2008	Administrative Order No. 2008 - 0029.	Law
Dilip, T. R. & Mishra, U. S.	2009	Divide in maternal health care use in rural India: the relative impact of education and economic status.	Online
Falkingham, J.	2003	Inequality and changes in women's use of maternal health-care services in Tajikistan.	Journal Article
Gage, A., & Calixte, M.	2006	Effects of the physical accessibility of maternal health services on their use in rural Haiti.	Journal Article
Graczyk, K.	2007	Adolescent maternal mortality: an overlooked crisis. Advocates for Youth, Rights Respect Responsibility.	Monograph
Habibov, N. & Fon, L.	2008	Modeling prenatal health care utilization in Tajikistan using a two-stage approach: implications for policy and research.	Journal Article
Hazarika, I.	2010	Factors that determine the use of skilled care during delivery in India: implications for achievement of MDG-5 Targets.	Journal Article
Hoque, M. N.	2009	Individual's characteristics affecting maternal health services utilization: married adolescents and their use of maternal health services in Bangladesh .	Journal Article
Jayaraman, A.	2008	Factors affecting maternal health care seeking behaviors in Rwanda.	Monograph
Kinzie, B. & Gomez, P.	2004	Basic maternal and newborn care: A guide for skilled providers.	Monograph
Koenig, M.	2007	Maternal health and care-seeking behavior in Bangladesh: Findings from a national survey.	Journal Article
Magadi, M.	2007	A comparative analysis of the use of maternal health services between teenagers and older mothers in sub-Saharan Africa: evidence from demographic and health surveys (DHS).	Journal Article
Matsumura, M., & Gubhaju, B.	2001	Women's status, household structure, and the utilization of maternal health services in Nepal.	Journal Article
Mekonnen, Y. & Mekonnen, A.	2002	Utilization of maternal health care services in Ethiopia.	Monograph
National Statistical Coordination Board	X	Health facilities and government health manpower 1999-2007.	Online
National Statistics Office, & ICE Macro	2009	National demographic and health survey 2008.	Monograph
National Statistics Office	2007	2006 Family planning survey final report.	Report
